"year","county_name","county","deaths","pop_at_risk","rate","space.time"
1968,"Adams",1,6,17952,0.000334224598930481,1
1968,"Allen",2,32,111028,0.000288215585257773,2
1968,"Ashland",3,15,43504,0.000344795880838544,3
1968,"Ashtabula",4,27,95077,0.000283980352766705,4
1968,"Athens",5,12,54180,0.000221483942414175,5
1968,"Auglaize",6,7,37893,0.00018473068904547,6
1968,"Belmont",7,25,77856,0.000321105630908344,7
1968,"Brown",8,10,25300,0.000395256916996047,8
1968,"Butler",9,49,222616,0.000220109965141769,9
1968,"Carroll",10,3,20961,0.0001431229426077,10
1968,"Champaign",11,8,29910,0.000267469073888332,11
1968,"Clark",12,42,153501,0.000273613852678484,12
1968,"Clermont",13,23,91596,0.000251102668238788,13
1968,"Clinton",14,4,31214,0.000128147626065227,14
1968,"Columbiana",15,45,106723,0.000421652314871209,15
1968,"Coshocton",16,7,32900,0.000212765957446809,16
1968,"Crawford",17,14,48650,0.000287769784172662,17
1968,"Cuyahoga",18,633,1744859,0.000362780029790373,18
1968,"Darke",19,10,47749,0.000209428469706172,19
1968,"Defiance",20,4,36756,0.000108825769942322,20
1968,"Delaware",21,11,41964,0.000262129444285578,21
1968,"Erie",22,22,74091,0.000296932151003496,22
1968,"Fairfield",23,20,70676,0.000282981493010357,23
1968,"Fayette",24,6,24888,0.000241080038572806,24
1968,"Franklin",25,246,813246,0.000302491497037797,25
1968,"Fulton",26,5,31976,0.000156367275456592,26
1968,"Gallia",27,3,24102,0.000124470998257406,27
1968,"Geauga",28,7,62514,0.000111974917618453,28
1968,"Greene",29,21,122930,0.000170828927031644,29
1968,"Guernsey",30,11,35664,0.000308434275459847,30
1968,"Hamilton",31,376,933253,0.000402891820331679,31
1968,"Hancock",32,17,60162,0.0002825703932715,32
1968,"Hardin",33,7,30794,0.000227317009807105,33
1968,"Harrison",34,6,16778,0.000357611157468113,34
1968,"Henry",35,5,26557,0.000188274277968144,35
1968,"Highland",36,9,28007,0.000321348234369979,36
1968,"Hocking",37,11,19712,0.000558035714285714,37
1968,"Holmes",38,3,21974,0.000136524984072085,38
1968,"Huron",39,11,48486,0.000226869611846719,39
1968,"Jackson",40,15,27442,0.000546607390131915,40
1968,"Jefferson",41,35,95132,0.000367909851574654,41
1968,"Knox",42,12,41702,0.000287755982926478,42
1968,"Lake",43,50,196022,0.000255073410127435,43
1968,"Lawrence",44,22,54932,0.000400495157649458,44
1968,"Licking",45,29,105189,0.000275694226582627,45
1968,"Logan",46,17,34195,0.000497148705951162,46
1968,"Lorain",47,66,254095,0.000259745370825872,47
1968,"Lucas",48,175,480010,0.000364575738005458,48
1968,"Madison",49,7,27669,0.00025299071162673,49
1968,"Mahoning",50,108,302985,0.00035645328976682,50
1968,"Marion",51,26,62708,0.000414620144160235,51
1968,"Medina",52,15,80291,0.000186820440647146,52
1968,"Meigs",53,11,19652,0.000559739466720944,53
1968,"Mercer",54,3,35530,8.44356881508584e-05,54
1968,"Miami",55,18,82795,0.000217404432634821,55
1968,"Monroe",56,4,15799,0.000253180581049433,56
1968,"Montgomery",57,172,616195,0.000279132417497708,57
1968,"Morgan",58,1,11380,8.78734622144113e-05,58
1968,"Morrow",59,4,19616,0.000203915171288744,59
1968,"Muskingum",60,28,76690,0.000365106272004173,60
1968,"Noble",61,4,10547,0.000379254764387978,61
1968,"Ottawa",62,10,36414,0.000274619651782282,62
1968,"Paulding",63,6,18765,0.000319744204636291,63
1968,"Perry",64,10,26807,0.000373036893348752,64
1968,"Pickaway",65,12,38371,0.000312736180970003,65
1968,"Pike",66,4,19284,0.000207425845260319,66
1968,"Portage",67,14,122135,0.000114627256724117,67
1968,"Preble",68,5,33389,0.000149749917637545,68
1968,"Putnam",69,5,30472,0.000164085061695983,69
1968,"Richland",70,36,131020,0.000274767211112807,70
1968,"Ross",71,18,61689,0.000291786217964305,71
1968,"Sandusky",72,16,61061,0.000262033048918295,72
1968,"Scioto",73,30,76218,0.000393607809178934,73
1968,"Seneca",74,17,60815,0.00027953629861054,74
1968,"Shelby",75,10,37966,0.000263393562661329,75
1968,"Stark",76,114,369341,0.000308657852770204,76
1968,"Summit",77,176,558916,0.000314895261541985,77
1968,"Trumbull",78,56,229248,0.00024427694025684,78
1968,"Tuscarawas",79,28,75772,0.000369529641556248,79
1968,"Union",80,8,22114,0.000361761779867957,80
1968,"Van Wert",81,7,29417,0.00023795764353945,81
1968,"Vinton",82,4,9471,0.00042234188575652,82
1968,"Warren",83,19,84068,0.000226007517723747,83
1968,"Washington",84,8,56029,0.000142783201556337,84
1968,"Wayne",85,16,85563,0.000186996715870178,85
1968,"Williams",86,5,33512,0.00014920028646455,86
1968,"Wood",87,12,86389,0.000138906573753603,87
1968,"Wyandot",88,5,21038,0.000237665177298222,88
1969,"Adams",1,5,18472,0.00027067994802945,89
1969,"Allen",2,33,110973,0.00029736963045065,90
1969,"Ashland",3,19,43382,0.000437969664837951,91
1969,"Ashtabula",4,24,96738,0.000248092786702227,92
1969,"Athens",5,9,55036,0.000163529326259176,93
1969,"Auglaize",6,10,38211,0.000261704744707022,94
1969,"Belmont",7,32,79435,0.000402845093472651,95
1969,"Brown",8,6,26010,0.000230680507497116,96
1969,"Butler",9,69,224522,0.000307319549977285,97
1969,"Carroll",10,9,21340,0.00042174320524836,98
1969,"Champaign",11,8,30190,0.000264988406757204,99
1969,"Clark",12,45,155326,0.00028971324826494,100
1969,"Clermont",13,29,93532,0.000310054312962409,101
1969,"Clinton",14,7,31381,0.00022306491188936,102
1969,"Columbiana",15,31,107602,0.000288098734224271,103
1969,"Coshocton",16,19,33278,0.000570947773303684,104
1969,"Crawford",17,19,49611,0.000382979581141279,105
1969,"Cuyahoga",18,586,1730679,0.000338595429886189,106
1969,"Darke",19,7,48463,0.000144440088314797,107
1969,"Defiance",20,6,36914,0.000162539957739611,108
1969,"Delaware",21,9,42455,0.000211989164998233,109
1969,"Erie",22,21,75050,0.00027981345769487,110
1969,"Fairfield",23,29,72102,0.000402207983135003,111
1969,"Fayette",24,3,25214,0.000118981518204172,112
1969,"Franklin",25,252,824708,0.000305562696130024,113
1969,"Fulton",26,7,32528,0.000215199212985735,114
1969,"Gallia",27,10,24746,0.000404105714054797,115
1969,"Geauga",28,13,62645,0.000207518556947881,116
1969,"Greene",29,30,123987,0.000241960850734351,117
1969,"Guernsey",30,15,36741,0.000408263248142402,118
1969,"Hamilton",31,358,928899,0.000385402503393803,119
1969,"Hancock",32,19,60742,0.000312798393204043,120
1969,"Hardin",33,11,30806,0.000357073297409596,121
1969,"Harrison",34,6,16866,0.000355745286374956,122
1969,"Henry",35,5,26778,0.000186720442154007,123
1969,"Highland",36,11,28582,0.000384857602687006,124
1969,"Hocking",37,12,20051,0.00059847389157648,125
1969,"Holmes",38,0,22526,0,126
1969,"Huron",39,11,49098,0.000224041712493381,127
1969,"Jackson",40,13,27270,0.000476714338100477,128
1969,"Jefferson",41,42,95580,0.000439422473320778,129
1969,"Knox",42,12,41732,0.000287549122975175,130
1969,"Lake",43,37,196237,0.000188547521619267,131
1969,"Lawrence",44,21,55961,0.000375261342720823,132
1969,"Licking",45,29,106588,0.00027207565579615,133
1969,"Logan",46,17,34713,0.000489730072307205,134
1969,"Lorain",47,82,255382,0.000321087625596166,135
1969,"Lucas",48,200,482047,0.000414897302545187,136
1969,"Madison",49,8,27991,0.000285806151977421,137
1969,"Mahoning",50,107,303589,0.000352450187589142,138
1969,"Marion",51,17,63804,0.00026644097548743,139
1969,"Medina",52,19,81405,0.000233400896750814,140
1969,"Meigs",53,8,19749,0.000405083801711479,141
1969,"Mercer",54,10,35511,0.000281602883613528,142
1969,"Miami",55,14,83533,0.000167598434151772,143
1969,"Monroe",56,5,15748,0.00031750063500127,144
1969,"Montgomery",57,178,611768,0.000290959971753998,145
1969,"Morgan",58,2,11983,0.000166903112743053,146
1969,"Morrow",59,3,20573,0.000145822194137948,147
1969,"Muskingum",60,22,77318,0.000284539175871078,148
1969,"Noble",61,2,10464,0.000191131498470948,149
1969,"Ottawa",62,10,36827,0.000271539902788715,150
1969,"Paulding",63,5,19004,0.000263102504735845,151
1969,"Perry",64,6,27106,0.000221353205932266,152
1969,"Pickaway",65,7,39330,0.000177981184846173,153
1969,"Pike",66,8,19169,0.000417340497678543,154
1969,"Portage",67,24,124095,0.000193400217575245,155
1969,"Preble",68,7,33972,0.000206052042858825,156
1969,"Putnam",69,2,30811,6.49118821200221e-05,157
1969,"Richland",70,36,130286,0.000276315183519334,158
1969,"Ross",71,17,61326,0.000277207057365555,159
1969,"Sandusky",72,20,61042,0.000327643262016317,160
1969,"Scioto",73,31,76584,0.000404784289146558,161
1969,"Seneca",74,16,60666,0.000263739161968813,162
1969,"Shelby",75,7,37854,0.000184921012310456,163
1969,"Stark",76,116,370699,0.000312922344004165,164
1969,"Summit",77,171,555650,0.000307747682893908,165
1969,"Trumbull",78,73,230886,0.000316173349618426,166
1969,"Tuscarawas",79,31,76508,0.000405186385737439,167
1969,"Union",80,8,22949,0.000348599067497494,168
1969,"Van Wert",81,5,29260,0.000170881749829118,169
1969,"Vinton",82,2,9469,0.000211215545464146,170
1969,"Warren",83,22,84664,0.00025985070395918,171
1969,"Washington",84,12,56608,0.000211984171848502,172
1969,"Wayne",85,12,86372,0.000138933913768351,173
1969,"Williams",86,5,33551,0.000149026854639206,174
1969,"Wood",87,15,88155,0.000170154840905224,175
1969,"Wyandot",88,6,21456,0.000279642058165548,176
1970,"Adams",1,9,19047,0.000472515356749094,177
1970,"Allen",2,39,110858,0.000351801403597395,178
1970,"Ashland",3,12,43100,0.000278422273781903,179
1970,"Ashtabula",4,25,98297,0.000254331261381324,180
1970,"Athens",5,12,55773,0.000215157872088645,181
1970,"Auglaize",6,8,38534,0.000207608864898531,182
1970,"Belmont",7,43,80883,0.000531632110579479,183
1970,"Brown",8,7,26744,0.0002617409512414,184
1970,"Butler",9,63,226090,0.000278650095094874,185
1970,"Carroll",10,6,21561,0.000278280228189787,186
1970,"Champaign",11,9,30537,0.000294724432655467,187
1970,"Clark",12,52,157125,0.000330946698488465,188
1970,"Clermont",13,27,95378,0.000283084149384554,189
1970,"Clinton",14,12,31380,0.000382409177820268,190
1970,"Columbiana",15,28,108289,0.000258567352177968,191
1970,"Coshocton",16,10,33378,0.000299598537959135,192
1970,"Crawford",17,27,50433,0.000535363749925644,193
1970,"Cuyahoga",18,666,1715252,0.000388281138864727,194
1970,"Darke",19,16,49122,0.000325719636822605,195
1970,"Defiance",20,12,36919,0.000325035889379452,196
1970,"Delaware",21,10,42871,0.000233257913274708,197
1970,"Erie",22,18,75950,0.000236998025016458,198
1970,"Fairfield",23,26,73424,0.000354107648725212,199
1970,"Fayette",24,12,25448,0.000471549827098397,200
1970,"Franklin",25,273,835544,0.000326733242055475,201
1970,"Fulton",26,5,33108,0.000151020901292739,202
1970,"Gallia",27,13,25371,0.000512396042725947,203
1970,"Geauga",28,17,62671,0.000271257838553717,204
1970,"Greene",29,27,124787,0.000216368692251597,205
1970,"Guernsey",30,19,37926,0.000500975584032062,206
1970,"Hamilton",31,378,923609,0.000409264093355522,207
1970,"Hancock",32,14,61141,0.000228978917583945,208
1970,"Hardin",33,14,30699,0.000456040913384801,209
1970,"Harrison",34,7,16929,0.000413491641561817,210
1970,"Henry",35,4,27105,0.000147574248293673,211
1970,"Highland",36,11,29073,0.000378357926598562,212
1970,"Hocking",37,13,20366,0.000638318766571737,213
1970,"Holmes",38,6,23134,0.00025935851992738,214
1970,"Huron",39,22,49586,0.000443673617553342,215
1970,"Jackson",40,13,27073,0.000480183208362575,216
1970,"Jefferson",41,38,95980,0.000395915815794957,217
1970,"Knox",42,12,41609,0.000288399144415872,218
1970,"Lake",43,48,196138,0.000244725652346817,219
1970,"Lawrence",44,25,56793,0.000440195094465867,220
1970,"Licking",45,29,107655,0.000269379034879941,221
1970,"Logan",46,17,35162,0.000483476480291224,222
1970,"Lorain",47,84,256212,0.000327853496323357,223
1970,"Lucas",48,189,483591,0.000390826131999975,224
1970,"Madison",49,9,28346,0.000317505115360192,225
1970,"Mahoning",50,120,303874,0.000394900517977846,226
1970,"Marion",51,15,64809,0.000231449335740406,227
1970,"Medina",52,18,82685,0.000217693656648727,228
1970,"Meigs",53,10,19719,0.000507125107764085,229
1970,"Mercer",54,13,35367,0.000367574292419487,230
1970,"Miami",55,18,84255,0.000213637172868079,231
1970,"Monroe",56,2,15681,0.000127542886295517,232
1970,"Montgomery",57,189,606214,0.000311771090736934,233
1970,"Morgan",58,7,12496,0.000560179257362356,234
1970,"Morrow",59,2,21548,9.28160386114721e-05,235
1970,"Muskingum",60,22,77772,0.000282878156663066,236
1970,"Noble",61,3,10350,0.000289855072463768,237
1970,"Ottawa",62,12,37066,0.000323746829978956,238
1970,"Paulding",63,8,19317,0.000414142982864834,239
1970,"Perry",64,12,27413,0.000437748513479006,240
1970,"Pickaway",65,10,40176,0.000248904818797292,241
1970,"Pike",66,2,19014,0.000105185652676975,242
1970,"Portage",67,25,125784,0.000198753418558799,243
1970,"Preble",68,8,34785,0.000229984188587035,244
1970,"Putnam",69,3,31163,9.62680101402304e-05,245
1970,"Richland",70,40,129412,0.00030909034710846,246
1970,"Ross",71,15,60936,0.000246159905474596,247
1970,"Sandusky",72,18,60751,0.000296291419071291,248
1970,"Scioto",73,37,76834,0.000481557643751464,249
1970,"Seneca",74,18,60482,0.000297609206044774,250
1970,"Shelby",75,6,37551,0.000159782695534074,251
1970,"Stark",76,112,371547,0.000301442347805257,252
1970,"Summit",77,163,551390,0.000295616532762654,253
1970,"Trumbull",78,77,232039,0.000331840768146734,254
1970,"Tuscarawas",79,38,77130,0.000492674705043433,255
1970,"Union",80,4,23982,0.000166791760487032,256
1970,"Van Wert",81,9,29099,0.000309288979002715,257
1970,"Vinton",82,4,9385,0.000426212040490144,258
1970,"Warren",83,23,85246,0.000269807380991483,259
1970,"Washington",84,17,57086,0.000297796307325789,260
1970,"Wayne",85,22,87013,0.000252835783158838,261
1970,"Williams",86,14,33609,0.000416555089410575,262
1970,"Wood",87,24,89993,0.000266687409020702,263
1970,"Wyandot",88,7,21829,0.00032067433231023,264
1971,"Adams",1,6,19914,0.000301295570955107,265
1971,"Allen",2,44,111528,0.000394519761853526,266
1971,"Ashland",3,12,43266,0.000277354042435168,267
1971,"Ashtabula",4,37,100613,0.000367745718744099,268
1971,"Athens",5,12,57317,0.000209361969398259,269
1971,"Auglaize",6,16,39222,0.000407934322574066,270
1971,"Belmont",7,29,83376,0.000347821915179428,271
1971,"Brown",8,5,27731,0.000180303631315135,272
1971,"Butler",9,84,229375,0.000366212534059946,273
1971,"Carroll",10,4,22083,0.000181134809582031,274
1971,"Champaign",11,8,30901,0.000258891298016245,275
1971,"Clark",12,53,159872,0.000331515212169736,276
1971,"Clermont",13,26,98168,0.00026485209029419,277
1971,"Clinton",14,13,31824,0.000408496732026144,278
1971,"Columbiana",15,32,109791,0.00029146287036278,279
1971,"Coshocton",16,8,33971,0.000235494981013217,280
1971,"Crawford",17,13,51731,0.000251299994200769,281
1971,"Cuyahoga",18,633,1706811,0.000370867073155727,282
1971,"Darke",19,14,50225,0.000278745644599303,283
1971,"Defiance",20,11,37178,0.000295873903921674,284
1971,"Delaware",21,9,43647,0.000206199738813664,285
1971,"Erie",22,21,77376,0.000271401985111663,286
1971,"Fairfield",23,25,75352,0.000331776197048519,287
1971,"Fayette",24,12,25947,0.000462481211700775,288
1971,"Franklin",25,262,851557,0.000307671711934727,289
1971,"Fulton",26,6,33988,0.000176532893962575,290
1971,"Gallia",27,5,26215,0.000190730497806599,291
1971,"Geauga",28,17,63064,0.000269567423569707,292
1971,"Greene",29,26,126846,0.000204972959336518,293
1971,"Guernsey",30,17,39320,0.0004323499491353,294
1971,"Hamilton",31,416,922527,0.00045093531137842,295
1971,"Hancock",32,10,62133,0.000160945069447797,296
1971,"Hardin",33,10,30879,0.000323844684089511,297
1971,"Harrison",34,8,17223,0.000464495151831853,298
1971,"Henry",35,7,27517,0.000254388196387688,299
1971,"Highland",36,10,29875,0.000334728033472803,300
1971,"Hocking",37,10,20863,0.000479317451948425,301
1971,"Holmes",38,3,24026,0.000124864729875968,302
1971,"Huron",39,21,50485,0.000415965138159849,303
1971,"Jackson",40,15,27200,0.000551470588235294,304
1971,"Jefferson",41,31,97126,0.000319173032967486,305
1971,"Knox",42,12,41923,0.000286239057319371,306
1971,"Lake",43,67,197805,0.000338717423725386,307
1971,"Lawrence",44,14,58434,0.000239586542081665,308
1971,"Licking",45,41,109934,0.000372951043353285,309
1971,"Logan",46,16,35867,0.000446092508433936,310
1971,"Lorain",47,61,259142,0.000235392178805443,311
1971,"Lucas",48,186,487670,0.000381405458609305,312
1971,"Madison",49,6,28971,0.000207103655379517,313
1971,"Mahoning",50,98,306113,0.000320143215087239,314
1971,"Marion",51,29,66303,0.00043738594030436,315
1971,"Medina",52,19,84298,0.000225390875228357,316
1971,"Meigs",53,8,19937,0.000401263981541857,317
1971,"Mercer",54,9,35624,0.000252638670559174,318
1971,"Miami",55,26,85594,0.00030375960931841,319
1971,"Monroe",56,4,15618,0.000256114739403253,320
1971,"Montgomery",57,184,603843,0.000304714967301103,321
1971,"Morgan",58,6,13196,0.00045468323734465,322
1971,"Morrow",59,4,22751,0.000175816447628676,323
1971,"Muskingum",60,30,78926,0.000380102881179839,324
1971,"Noble",61,3,10348,0.000289911093931194,325
1971,"Ottawa",62,8,37686,0.000212280422438041,326
1971,"Paulding",63,3,19786,0.00015162235924391,327
1971,"Perry",64,15,28032,0.000535102739726027,328
1971,"Pickaway",65,8,41444,0.000193031560660168,329
1971,"Pike",66,5,19021,0.000262867357131591,330
1971,"Portage",67,26,128741,0.000201955864875991,331
1971,"Preble",68,8,35796,0.000223488657950609,332
1971,"Putnam",69,3,31734,9.4535829079221e-05,333
1971,"Richland",70,35,129342,0.000270600423682949,334
1971,"Ross",71,26,60935,0.000426684171658324,335
1971,"Sandusky",72,14,61114,0.000229080079850771,336
1971,"Scioto",73,39,77827,0.000501111439474732,337
1971,"Seneca",74,16,60765,0.000263309470912532,338
1971,"Shelby",75,13,37595,0.000345790663652081,339
1971,"Stark",76,135,374615,0.000360369979845975,340
1971,"Summit",77,180,550136,0.000327191821658644,341
1971,"Trumbull",78,76,235130,0.000323225449751201,342
1971,"Tuscarawas",79,29,78383,0.00036997818404501,343
1971,"Union",80,8,25243,0.000316919542051262,344
1971,"Van Wert",81,13,29106,0.000446643303786161,345
1971,"Vinton",82,6,9377,0.000639863495787565,346
1971,"Warren",83,24,86500,0.000277456647398844,347
1971,"Washington",84,26,58036,0.000447997794472396,348
1971,"Wayne",85,18,88415,0.000203585364474354,349
1971,"Williams",86,14,33802,0.000414176675936335,350
1971,"Wood",87,17,92655,0.000183476336948896,351
1971,"Wyandot",88,6,22495,0.000266725939097577,352
1972,"Adams",1,10,20714,0.000482765279521097,353
1972,"Allen",2,36,110604,0.000325485515894543,354
1972,"Ashland",3,12,43917,0.000273242707835235,355
1972,"Ashtabula",4,44,100778,0.000436603226894759,356
1972,"Athens",5,28,57450,0.000487380330722367,357
1972,"Auglaize",6,6,39509,0.000151864132223038,358
1972,"Belmont",7,32,83129,0.000384943882399644,359
1972,"Brown",8,10,28859,0.00034651235316539,360
1972,"Butler",9,102,232626,0.000438472053854685,361
1972,"Carroll",10,6,22504,0.000266619267685745,362
1972,"Champaign",11,14,30997,0.000451656611930187,363
1972,"Clark",12,68,157732,0.000431110998402353,364
1972,"Clermont",13,16,99395,0.000160973892046884,365
1972,"Clinton",14,24,31982,0.000750422112438246,366
1972,"Columbiana",15,24,110490,0.000217214227531903,367
1972,"Coshocton",16,22,34908,0.000630228027959207,368
1972,"Crawford",17,18,51451,0.000349847427649608,369
1972,"Cuyahoga",18,680,1668472,0.00040755853259749,370
1972,"Darke",19,18,51198,0.000351576233446619,371
1972,"Defiance",20,16,37203,0.000430072843587883,372
1972,"Delaware",21,16,44359,0.000360693433125183,373
1972,"Erie",22,26,77659,0.000334796997128472,374
1972,"Fairfield",23,36,76642,0.000469716343519219,375
1972,"Fayette",24,10,26785,0.000373343289154377,376
1972,"Franklin",25,302,857183,0.000352316833161647,377
1972,"Fulton",26,16,35256,0.00045382346267302,378
1972,"Gallia",27,4,26741,0.000149583037283572,379
1972,"Geauga",28,8,63384,0.000126214817619589,380
1972,"Greene",29,34,125758,0.000270360533723501,381
1972,"Guernsey",30,14,39642,0.000353160789062106,382
1972,"Hamilton",31,452,913285,0.000494916701796263,383
1972,"Hancock",32,10,62665,0.000159578712199793,384
1972,"Hardin",33,14,32177,0.000435093389688287,385
1972,"Harrison",34,12,17439,0.000688112850507483,386
1972,"Henry",35,0,28233,0,387
1972,"Highland",36,16,30024,0.000532907007727152,388
1972,"Hocking",37,12,21549,0.000556870388417096,389
1972,"Holmes",38,0,25172,0,390
1972,"Huron",39,18,51517,0.000349399227439486,391
1972,"Jackson",40,10,27726,0.00036067229315444,392
1972,"Jefferson",41,48,96338,0.000498245759720982,393
1972,"Knox",42,10,42891,0.000233149145508382,394
1972,"Lake",43,66,197928,0.000333454589547714,395
1972,"Lawrence",44,30,60359,0.000497026127006743,396
1972,"Licking",45,44,110677,0.000397553240510675,397
1972,"Logan",46,12,36462,0.000329109758104328,398
1972,"Lorain",47,72,260568,0.000276319425255595,399
1972,"Lucas",48,194,488593,0.000397058492446679,400
1972,"Madison",49,16,29390,0.000544402858115005,401
1972,"Mahoning",50,104,303854,0.000342269642657329,402
1972,"Marion",51,18,66508,0.000270644133036627,403
1972,"Medina",52,22,85075,0.000258595357037908,404
1972,"Meigs",53,12,20261,0.000592270865209022,405
1972,"Mercer",54,6,36607,0.000163903078646161,406
1972,"Miami",55,32,86753,0.000368863324611253,407
1972,"Monroe",56,2,15406,0.000129819550824354,408
1972,"Montgomery",57,192,601187,0.000319368183277416,409
1972,"Morgan",58,6,13530,0.000443458980044346,410
1972,"Morrow",59,6,23510,0.00025521054870268,411
1972,"Muskingum",60,18,80812,0.000222739197148938,412
1972,"Noble",61,10,10658,0.000938262338149747,413
1972,"Ottawa",62,10,38712,0.000258317834263278,414
1972,"Paulding",63,2,19878,0.000100613743837408,415
1972,"Perry",64,10,27846,0.00035911800617683,416
1972,"Pickaway",65,14,42184,0.000331879385549023,417
1972,"Pike",66,6,20268,0.00029603315571344,418
1972,"Portage",67,28,129497,0.000216221225202128,419
1972,"Preble",68,16,36079,0.000443471271376701,420
1972,"Putnam",69,4,32625,0.000122605363984674,421
1972,"Richland",70,30,130801,0.000229356044678558,422
1972,"Ross",71,22,61767,0.000356177246749883,423
1972,"Sandusky",72,14,62694,0.000223306855520464,424
1972,"Scioto",73,50,79969,0.000625242281384036,425
1972,"Seneca",74,20,61615,0.000324596283372555,426
1972,"Shelby",75,4,38710,0.000103332472229398,427
1972,"Stark",76,132,371864,0.000354968483101349,428
1972,"Summit",77,194,547161,0.000354557433735226,429
1972,"Trumbull",78,68,246895,0.000275420725409587,430
1972,"Tuscarawas",79,16,78760,0.000203148806500762,431
1972,"Union",80,2,24977,8.00736677743524e-05,432
1972,"Van Wert",81,10,29951,0.00033387866849187,433
1972,"Vinton",82,0,10088,0,434
1972,"Warren",83,30,86536,0.000346676527687899,435
1972,"Washington",84,16,58688,0.000272628135223555,436
1972,"Wayne",85,18,89566,0.000200969117745573,437
1972,"Williams",86,10,34686,0.000288300755347979,438
1972,"Wood",87,30,94642,0.000316984002873988,439
1972,"Wyandot",88,2,22840,8.75656742556918e-05,440
1973,"Adams",1,7,21891,0.000319766113928098,441
1973,"Allen",2,38,110273,0.000344599312615055,442
1973,"Ashland",3,11,44258,0.000248542636359528,443
1973,"Ashtabula",4,29,100428,0.000288764089696101,444
1973,"Athens",5,23,56099,0.000409989482878483,445
1973,"Auglaize",6,15,40370,0.000371563041862769,446
1973,"Belmont",7,33,82704,0.000399013348810215,447
1973,"Brown",8,10,29254,0.000341833595405756,448
1973,"Butler",9,82,237052,0.000345915664073705,449
1973,"Carroll",10,6,23325,0.000257234726688103,450
1973,"Champaign",11,17,30738,0.000553061357277637,451
1973,"Clark",12,64,157298,0.000406871034596753,452
1973,"Clermont",13,36,102780,0.000350262697022767,453
1973,"Clinton",14,11,32506,0.000338399064788039,454
1973,"Columbiana",15,46,111559,0.000412337866061904,455
1973,"Coshocton",16,14,35141,0.000398395037136109,456
1973,"Crawford",17,18,51823,0.000347336124886633,457
1973,"Cuyahoga",18,688,1641974,0.000419007852743101,458
1973,"Darke",19,6,52299,0.000114724946939712,459
1973,"Defiance",20,4,37463,0.000106772015054854,460
1973,"Delaware",21,17,47356,0.000358983022214714,461
1973,"Erie",22,19,78171,0.000243056888104284,462
1973,"Fairfield",23,25,79307,0.00031523068581588,463
1973,"Fayette",24,17,26606,0.000638953619484327,464
1973,"Franklin",25,267,860867,0.000310152439343127,465
1973,"Fulton",26,5,35318,0.000141570870377711,466
1973,"Gallia",27,11,26955,0.000408087553329623,467
1973,"Geauga",28,16,65804,0.000243146313294025,468
1973,"Greene",29,27,126601,0.000213268457595122,469
